id,book,source_file,source_chapter,wisdom_title,wisdom_text,theme_tags
MJDYJ001,民进党研究,《民进党研究》自序.txt,民进党研究自序,爱憎不能替代证据,李敖在自序里说，感情上可以有爱憎，理智上却要用证据拆穿错误、维护真理。人生里判断人和事，最怕把喜欢当成证明、把讨厌当成判决；真正可靠的判断，要能在情绪退场后仍站得住。,证据;理智;判断
MJDYJ002,民进党研究,《民进党研究》自序.txt,民进党研究自序,支持方向，不等于纵容人物,李敖说支持党外，是支持反对一党独大的大方向，不是高估其中每个政客。人生里认同一个事业，也不能把事业里的所有人都神圣化；方向值得支持，人物仍须受检查，二者不能混为一谈。,方向;人物;警觉
MJDYJ003,民进党研究,《民进党研究》自序.txt,民进党研究自序,越亲近，越不能放弃批评,李敖说自己早在党外时代就在支持之中批评，后来民进党背离理想，更不得不严批。人生里真正的独立，不是只会攻击敌人；对自己曾支持、曾亲近的人，也能照样要求标准，才不被远近亲疏牵着走。,批评;独立;亲疏
MJDYJ004,民进党研究,001.党外是谁喊出来的？.txt,党外是谁喊出来的？,一个普通词被垄断，背后常有权力结构,李敖分析“党外”一词，指出只有一党独大时，“党”才会从普通名词变成专有名词。人生里听到一个词被某个集团独占时，要追问它为什么能独占；语言的异常，常常是权力结构露出的痕迹。,语言;权力;结构
MJDYJ005,民进党研究,001.党外是谁喊出来的？.txt,党外是谁喊出来的？,指控别人捏造前，先查自己的档案,国民党指“党外”是别人自号，李敖却从它自己的历史材料里找出反证。人生里反驳别人时，最怕先摆姿态后找事实；真正有力的驳斥，常从检查自己阵营的档案开始。,证据;反驳;自检
MJDYJ006,民进党研究,001.党外是谁喊出来的？.txt,党外是谁喊出来的？,话说过、字签过，就不能当作没发生,文中借国民党材料说“话说过了不算，字签过了就了”是可怕通病。人生里承诺不只是一时场面话，白纸黑字会成为信用的账簿；若每次都用环境变化赖掉，最后没人再相信你的下一句话。,承诺;信用;白纸黑字
MJDYJ007,民进党研究,002.党外人士的一个毛病.txt,党外人士的一个毛病,选择一条路，就要接受它的温度,李敖借杜鲁门的话说，受不了热就别待在厨房；从事自由民主运动，就不能把坐牢看成意外。人生里每条路都有自己的热度，既然选择进入，就要先弄清代价，而不是等热浪来了才抱怨锅灶太烫。,选择;代价;承担
MJDYJ008,民进党研究,002.党外人士的一个毛病.txt,党外人士的一个毛病,善意的希望，也可能削弱人的意志,李敖说关心牢中受难者，要改善处遇，却不该老给特赦的希望，因为那会摧毁意志。人生里安慰别人不是只给轻松出口，有时真正的支持，是帮他把眼前苦难坐实、把内在骨头撑住。,安慰;意志;支持
MJDYJ009,民进党研究,003.党外与浑蛋.txt,党外与浑蛋,有人情味的组织，也可能最会护短,李敖说国民党像大家族，有人情味，但家族利益常高于是非。人生里不要被一个组织的照顾感迷惑；它越像家，越可能把自己人放在原则之前，外人若按公义尺度去量，往往会看错它的运作逻辑。,组织;人情;原则
MJDYJ010,民进党研究,003.党外与浑蛋.txt,党外与浑蛋,用错尺子衡量对象，只会越量越气,文中说若拿政党政治、法律公正、国家利益的尺度去量一个大家族式组织，常会搔不到痒处。人生里判断对象前，要先辨认它真实靠什么运行；尺子错了，结论再愤怒也只是失焦。,判断;方法;尺度
MJDYJ011,民进党研究,003.党外与浑蛋.txt,党外与浑蛋,第三者姿态不能替代负责行动,李敖批评有人遇到分歧时，不走当面负责的道义之途，却以第三者姿态写文章宣传自己、损害他人。人生里旁观的聪明最容易显得清高，但该负责时不承担，所谓中立也会变成逃避。,责任;姿态;行动
MJDYJ012,民进党研究,004.咬熊、斗牛与政治.txt,咬熊、斗牛与政治,被邀请上桌，不等于真正有权,文中说权力者喜欢物色尾巴党和政治花瓶，拿来证明自己坚守民主阵容。人生里被邀请上桌不等于真正有权，若你的存在只是替别人做开放装饰，参与本身就可能变成对方的道具；先问自己能不能改变规则，再决定要不要坐下。,参与;权力;清醒
MJDYJ013,民进党研究,004.咬熊、斗牛与政治.txt,咬熊、斗牛与政治,温和若没有真实了解，就只是天真,李敖认为某些人一厢情愿地相信可以同强势者精英合作，是因为对对方缺乏真正了解。人生里温和不是闭眼乐观，合作更不是把危险想小；看清对象之后仍能从容，才叫成熟的温和。,温和;了解;合作
