id,book,source_file,source_chapter,wisdom_title,wisdom_text,theme_tags
WMMYMT001,我们没有明天,001.大江东流，中国西化.txt,大江东流，中国西化,文化移植不能只挑好处,外来制度、技术和文化不是任人挑拣的货架，不能只取自己喜欢的优点，又幻想把副作用全挡在门外。真正面对现实的人，知道移植常是连土带泥一起进来；要学习外来东西，就要准备处理它带来的整套后果，而不是把愿望当成方法。,文化移植;现实;后果
WMMYMT002,我们没有明天,002.从文化附庸到附庸文化.txt,从文化附庸到附庸文化,文化不是给权力美容的工具,一个组织若平日只重军事、政治和利益，等局面坐定才拿文化来装点门面，往往只会弄出附庸风雅的笑话。真正的文化建设靠水平、敬畏和长期积累，不靠衙门排场、题字名号和暴发户式的包装。,文化;权力;基本功
WMMYMT003,我们没有明天,003.台湾没有水准.txt,台湾没有水准,评价别人以前，先问自己会不会看,人们常笑作者写得不好，却少问读者有没有看懂的本事。评价一件作品、一个人或一种思想，不能只凭自己跟不上就轻率下断语；成熟的批评，先承认作者与读者之间可能存在水准差距，再用见识而不是情绪说话。,判断;阅读;自知
WMMYMT004,我们没有明天,004.台湾何来文化？.txt,台湾何来文化？,找黑猫以前，先问黑猫是否存在,许多宏大身份和文化口号，听上去像是在寻找未来，其实可能是在黑屋里摸一只根本不存在的黑猫。做判断以前，先查形成过程、历史事实和现实内容；若对象本身站不住，再动人的命名也只是自我陶醉。,事实;身份;自欺
WMMYMT005,我们没有明天,006.台湾的流氓传统.txt,台湾的流氓传统,自由运动也要有气质,抗暴和追求自由可以有愤怒，却不能把流氓习气、粗暴手段和群体起哄当成正义的天然配套。越是喊自由民主，越要显示出比旧秩序更高的气质；否则理想还没赢，运动先被自己的低水准拖坏。,自由;运动;气质
WMMYMT006,我们没有明天,007.台湾十种骗子.txt,台湾十种骗子,越不显眼的骗局，越要有人指出,一眼可见的骗局，常识还能挡一挡；真正危险的是披着艺术、学术、专业和大师外衣的骗局，让人以为那是品味或权威。面对不容易识别的欺骗，社会需要敢于点破的人，也需要每个人保留一点不轻信的尺度。,识骗;常识;权威
WMMYMT007,我们没有明天,008.德泽广被，台人无情.txt,德泽广被，台人无情,整体过不好，局部也难独好,一个共同体里，若只想自己富一点、安一点，把另一边的贫困和痛苦当成别人的事，最后也很难真正安全。世界、国家、组织乃至家庭都有牵一发动全身的一面；不能让大家都过得好，单独那个好也常常保不住。,共同体;格局;责任
WMMYMT008,我们没有明天,016.草螟的尊严.txt,草螟的尊严,硬撑不是尊严，估清实力才是尊严,尊严不是明知实力悬殊还硬撑给别人看，更不是把鲁莽包装成勇敢。真正的尊严，先要估清自己的位置、力量和可能牵连的人；不知道自己是老几，就容易把本可周旋的局面撞成祸局。,尊严;实力;清醒
WMMYMT009,我们没有明天,018.读石齐平书.txt,读石齐平书,知己知彼只能不殆，不保证百胜,《孙子》说的是知彼知己、百战不殆，不是百战百胜。懂自己和懂对方，只能让人免于危险，并不保证一定赢；真正懂兵、懂事、懂人生的人，因此更谨慎，不会把一点情报和自信膨胀成必胜口号。,战略;谨慎;自知
WMMYMT010,我们没有明天,019.到底承认多少现实？.txt,到底承认多少现实？,承认现实不能只承认方便的一半,有些人说自己务实，只是承认对自己伤害较小、面子还能遮住的那一部分现实；遇到真正会改变地位、利益和自我想象的现实，又继续抓住空中楼阁。人生里承认现实要承认到底，若只挑方便的一半来认，不过是把自欺换成了务实的外壳。,现实;自欺;务实
